County,Town,Date/Time,Distance,Name,Cost,DateTime,Month,Day,Weekday
L,Roxbury,"Sat, 08/05 08:30",8.2M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-08-05T08:30:00Z,8,5,6
W,Killingly,"Sat, 08/05 08:30",3.4M,St. James Bazaar Road Race,TBD,2017-08-05T08:30:00Z,8,5,6
L,Winchester,"Sat, 08/05 09:00",5K Obstacle,"Stronger Women, Stronger World","WOMEN ONLY - $40 through 7/15, $45 through 8/4, $50 raceday (plus $6 insurance)",2017-08-05T09:00:00Z,8,5,6
L,Washington,"Sat, 08/05 09:00",10K,XTERRA Steep Rock,"$35 through 7/1, then $45, $50 raceday",2017-08-05T09:00:00Z,8,5,6
F,Stratford,"Sat, 08/05 09:00",5K,MADD Dash,"$23 through 5/31, $27 afterwards",2017-08-05T09:00:00Z,8,5,6
F,Westport,"Sat, 08/05 08:00",5.85M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",2017-08-05T08:00:00Z,8,5,6
L,Barkhamsted,"Sat, 08/05 09:00",7M,People's Forest 7M Trail Run,"$7 through 7/29, $10 afterwards.",2017-08-05T09:00:00Z,8,5,6
T,Andover,"Sat, 08/05 09:00",10K,Hop River 10K,.$25,2017-08-05T09:00:00Z,8,5,6
T,Andover,"Sat, 08/05 09:00",5K,Hop River 5K,.$25,2017-08-05T09:00:00Z,8,5,6
NL,New London,"Sat, 08/05 09:00",13.1M,55th Annual Ocean Beach/John & Jesse Kelley Half Marathon,Free with non-perishable food item,2017-08-05T09:00:00Z,8,5,6
H,Southington,"Sat, 08/05 09:15",Kids Triathlon,Race 4 Chase Finale,$20 plus USAT membership [Ages 11+ Only],2017-08-05T09:15:00Z,8,5,6
NH,New Haven,"Sat, 08/05 12:00",5K,Craft Brew Races,"$40 through 3/31, $45 through 5/31, $50 through 8/4, $55 raceday; Add $10 for beerfest",2017-08-05T12:00:00Z,8,5,6
NL,East Lyme,"Sun, 08/06 07:30",Triathlon,Niantic Bay Triathlon,"$75 through 1/1, $90 through 7/26, $100 afterwards; Ages 16-22 - $5 off
 USAT 1-day membership - $15",2017-08-06T07:30:00Z,8,6,7
NH,Milford,"Sun, 08/06 08:30",5K,Walnut Beach Ice Cream Run,.$25,2017-08-06T08:30:00Z,8,6,7
H,Plainville,"Sun, 08/06 09:00",5K,Petit Road Race,"$30, $35 raceday",2017-08-06T09:00:00Z,8,6,7
NL,Griswold,"Sun, 08/06 09:00",6K,Griswold Sunflower 6K,"$25, $15 for 17 and under",2017-08-06T09:00:00Z,8,6,7
NH,North Branford,"Sun, 08/06 09:30",5K,North Branford Potatoe Festival,"$20, $25 raceday",2017-08-06T09:30:00Z,8,6,7
H,Manchester,"Mon, 08/07 18:00",1M,Summer Grand Prix Cross Country Race Series,$4; Series - $15 (pre-registered),2017-08-07T18:00:00Z,8,7,1
H,Manchester,"Mon, 08/07 18:00",2.6M,Summer Grand Prix Cross Country Race Series,$5; Series - $20 (pre-registered),2017-08-07T18:00:00Z,8,7,1
T,Columbia,"Tue, 08/08 18:00",1.5M,Summer XC Fun Run,"$4, or $8 for whole series",2017-08-08T18:00:00Z,8,8,2
T,Columbia,"Tue, 08/08 18:00",3M,Summer XC Fun Run,"$4, or $8 for whole series",2017-08-08T18:00:00Z,8,8,2
H,Farmington,"Tue, 08/08 18:10",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",2017-08-08T18:10:00Z,8,8,2
H,Farmington,"Tue, 08/08 18:15",Triathlon,Winding Trails Triathlon,"$30, $20 for members",2017-08-08T18:15:00Z,8,8,2
F,New Canaan,"Tue, 08/08 19:00",5K,Summer Cross Country Series,$3; Students/Kids - $2 [Handicap (slower runners get head start)],2017-08-08T19:00:00Z,8,8,2
H,Granby,"Wed, 08/09 18:00",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",2017-08-09T18:00:00Z,8,9,3
L,Watertown,"Wed, 08/09 18:00",5K,Summer Poker Run,$3-$4,2017-08-09T18:00:00Z,8,9,3
L,Watertown,"Wed, 08/09 18:00",3K,Summer Poker Run,$3-$4,2017-08-09T18:00:00Z,8,9,3
T,Somers,"Wed, 08/09 18:15",5K,Somers Summer Series,"$5 Adults, Free for children under 10",2017-08-09T18:15:00Z,8,9,3
H,Newington,"Wed, 08/09 18:30","5K, 3K",Newington Summer Fun Runs,Free,2017-08-09T18:30:00Z,8,9,3
NH,Meriden,"Wed, 08/09 18:30",3M,Summer Fun Run,Free,2017-08-09T18:30:00Z,8,9,3
H,Bristol,"Wed, 08/09 18:30",3.7M,Bristol Summer Club,$1; $5 for summer,2017-08-09T18:30:00Z,8,9,3
W,Killingly,"Thu, 08/10 17:30",5K,Killingly River Trail Summer Fun Run Series #8,$5 ($20 for 8-week series) ONLINE REG ONLY THRU NOON OF RACEDAY,2017-08-10T17:30:00Z,8,10,4
H,Marlborough,"Thu, 08/10 18:15",Triathlon,Lake Terramuggus Tri Series,"$30 for Sprint, $25 for Super Sprint",2017-08-10T18:15:00Z,8,10,4
L,Litchfield,"Thu, 08/10 18:30","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,2017-08-10T18:30:00Z,8,10,4
L,Sharon,"Sat, 08/12 08:00",Triathlon,Sharon Sprint Triathlon,"$55 through 8/10, $65 afterwards",2017-08-12T08:00:00Z,8,12,6
H,Marlborough,"Sat, 08/12 07:00",Triathlon,Lake Terramuggus Olympic Triathlon,"$75 through 6/9, $90 through 8/7, $110 raceday",2017-08-12T07:00:00Z,8,12,6
F,Norwalk,"Sat, 08/12 08:00",11M,Norwalk Lightfoot Summer Series,"$12, $15 raceday",2017-08-12T08:00:00Z,8,12,6
F,Westport,"Sat, 08/12 08:00",6.85M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",2017-08-12T08:00:00Z,8,12,6
L,Roxbury,"Sat, 08/12 08:30",3.1M,Roxbury Road Race Series,$5 contribution per runner,2017-08-12T08:30:00Z,8,12,6
F,Danbury,"Sat, 08/12 08:30",5K,"Tails of Courage ""Run With the Pack"" 5K",.$25,2017-08-12T08:30:00Z,8,12,6
NH,Hamden,"Sat, 08/12 08:30",5K,5K For the Kids,"$25 through 7/30, $30 afterwards",2017-08-12T08:30:00Z,8,12,6
F,Fairfield,"Sat, 08/12 09:00",5K,Shamrock Sprint,.$32,2017-08-12T09:00:00Z,8,12,6
M,Clinton,"Sat, 08/12 09:00",5K,Bluefish 5K,"$20, $25 after 6/1",2017-08-12T09:00:00Z,8,12,6
H,Bristol,"Sun, 08/13 08:00",13.1M,Bristol Half Marathon,.$60,2017-08-13T08:00:00Z,8,13,7
H,Bristol,"Sun, 08/13 08:00",10K,Bristol Half Marathon,.$45,2017-08-13T08:00:00Z,8,13,7
L,Torrington,"Sun, 08/13 10:00",5M,Torrington Road Race,"$15, $25 after 8/1, $5 for 18 and under",2017-08-13T10:00:00Z,8,13,7
H,Manchester,"Mon, 08/14 18:00",1M,Summer Grand Prix Cross Country Race Series,$4; Series - $15 (pre-registered),2017-08-14T18:00:00Z,8,14,1
H,Manchester,"Mon, 08/14 18:00",2.6M,Summer Grand Prix Cross Country Race Series,$5; Series - $20 (pre-registered),2017-08-14T18:00:00Z,8,14,1
H,Farmington,"Tue, 08/15 18:10",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",2017-08-15T18:10:00Z,8,15,2
H,Farmington,"Tue, 08/15 18:15",Triathlon,Winding Trails Triathlon,"$30, $20 for members",2017-08-15T18:15:00Z,8,15,2
L,Litchfield,"Tue, 08/15 18:30",1M,Night of Miles,.$2,2017-08-15T18:30:00Z,8,15,2
H,Granby,"Wed, 08/16 18:00",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",2017-08-16T18:00:00Z,8,16,3
H,Bristol,"Wed, 08/16 18:30",3.7M,Bristol Summer Club,$1; $5 for summer,2017-08-16T18:30:00Z,8,16,3
NH,Meriden,"Wed, 08/16 18:30",3M,Summer Fun Run,Free,2017-08-16T18:30:00Z,8,16,3
L,Watertown,"Wed, 08/16 18:00",5K,Summer Poker Run,$3-$4,2017-08-16T18:00:00Z,8,16,3
L,Watertown,"Wed, 08/16 18:00",3K,Summer Poker Run,$3-$4,2017-08-16T18:00:00Z,8,16,3
M,Chester,"Thu, 08/17 18:15",Triathlon,Cedar Lake Tri Series,.$35 [ONLINE REGISTRATION ONLY],2017-08-17T18:15:00Z,8,17,4
F,Danbury,"Thu, 08/17 18:30",5K,Amber Room Run From the Sun,"$26 through 7/16, $28 through 8/16, $30 eaceday",2017-08-17T18:30:00Z,8,17,4
L,Litchfield,"Thu, 08/17 18:30","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,2017-08-17T18:30:00Z,8,17,4
H,Bristol,"Fri, 08/18 18:30",5K,Falcon 5K  [postponed to 8/24],"$25, $18 for Students",2017-08-18T18:30:00Z,8,18,5
W,Plainfield,"Sat, 08/19 08:00",Triathlon,DKH - Give It A Tri,.$65,2017-08-19T08:00:00Z,8,19,6
F,Westport,"Sat, 08/19 08:00",8.4M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",2017-08-19T08:00:00Z,8,19,6
L,Roxbury,"Sat, 08/19 08:30",6.2M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-08-19T08:30:00Z,8,19,6
T,Bolton,"Sat, 08/19 09:00",5K,BHS XC Classic 5K,"$15 through 8/12, $20 after; Students - $10 through 8/12, $20 after",2017-08-19T09:00:00Z,8,19,6
F,Danbury,"Sat, 08/19 09:00",5K,Perogie Dash,.$25,2017-08-19T09:00:00Z,8,19,6
H,Canton,"Sun, 08/20 08:30",5K,Canton Lobster Loop,.$20,2017-08-20T08:30:00Z,8,20,7
T,Somers,"Sun, 08/20 09:00",5K,Austin Harlow Memorial 5K,$17 through 8/18 4PM; $20 afterwards,2017-08-20T09:00:00Z,8,20,7
F,Shelton,"Sun, 08/20 17:00",10K,Sunset Run for Warriors,"$25 through 7/20 (Use code ""Early""), $30 afterwards; Veterans/Active Duty/Students - $25; Children under 10 - Free",2017-08-20T17:00:00Z,8,20,7
F,Shelton,"Sun, 08/20 17:00",5K,Sunset Run for Warriors,"$20 through 7/20 (Use code ""Early""), $25 afterwards; Veterans/Active Duty/Students - $20; Children under 10 - Free",2017-08-20T17:00:00Z,8,20,7
H,Manchester,"Mon, 08/21 18:00",1M,Summer Grand Prix Cross Country Race Series,$4; Series - $15 (pre-registered),2017-08-21T18:00:00Z,8,21,1
H,Manchester,"Mon, 08/21 18:00",2.6M,Summer Grand Prix Cross Country Race Series,$5; Series - $20 (pre-registered),2017-08-21T18:00:00Z,8,21,1
NL,Stonington,"Tue, 08/22 18:15",5K,Battle of Stonington,.$25,2017-08-22T18:15:00Z,8,22,2
F,New Canaan,"Tue, 08/22 19:00",5K,Summer Cross Country Series,$5 [Luminaria Loop],2017-08-22T19:00:00Z,8,22,2
H,Granby,"Wed, 08/23 18:00",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",2017-08-23T18:00:00Z,8,23,3
NL,Stonington,"Wed, 08/23 18:00",5K,Stonington Cross Country 5K,Free,2017-08-23T18:00:00Z,8,23,3
H,Bristol,"Wed, 08/23 18:30",3.7M,Bristol Summer Club,$1; $5 for summer,2017-08-23T18:30:00Z,8,23,3
H,Bristol,"Thu, 08/24 18:00",5K,Falcon 5K,"$25, $18 for Students",2017-08-24T18:00:00Z,8,24,4
H,Hartford,"Thu, 08/24 18:30",5K,Riverfront Scramble #3,"$25 through 1/1, $30 through 8/13, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 8/13, $20 afterwards",2017-08-24T18:30:00Z,8,24,4
L,Litchfield,"Thu, 08/24 18:30","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,2017-08-24T18:30:00Z,8,24,4
NH,Bethany,"Fri, 08/25 19:00",5K,Run For the Airport,"$25, Ages 12-18 - $15, Ages 11 and under - $5",2017-08-25T19:00:00Z,8,25,5
H,Burlington,"Sat, 08/26 07:00",18M,Tunxis Trail Ultramarathon,.$60,2017-08-26T07:00:00Z,8,26,6
H,Burlington,"Sat, 08/26 07:00",32M,Tunxis Trail Ultramarathon,.$70,2017-08-26T07:00:00Z,8,26,6
F,Westport,"Sat, 08/26 08:00",9.3M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",2017-08-26T08:00:00Z,8,26,6
H,New Britain,"Sat, 08/26 08:15",5K,Sara Krolikowski 5K,"$20, $25 raceday",2017-08-26T08:15:00Z,8,26,6
M,Old Saybrook,"Sat, 08/26 08:30",5K,Saybrook Point 5K,"$20 through 8/18, $25 afterwards",2017-08-26T08:30:00Z,8,26,6
L,Roxbury,"Sat, 08/26 08:30",5M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-08-26T08:30:00Z,8,26,6
NH,Cheshire,"Sat, 08/26 09:00",5K,Running with the Rams,.$25,2017-08-26T09:00:00Z,8,26,6
T,Hebron,"Sat, 08/26 09:00",5K,Hebron 5K Road Race,"$28 through 8/6, $34 afterwards",2017-08-26T09:00:00Z,8,26,6
T,Mansfield,"Sat, 08/26 09:30",Kids Triathlon,Kids Who Tri Succeed,"$20 through 7/29, $25 afterwards",2017-08-26T09:30:00Z,8,26,6
F,Stratford,"Sat, 08/26 10:30",3M,Shore to the Pour,.$35,2017-08-26T10:30:00Z,8,26,6
H,Farmington,"Sun, 08/27 08:00",Triathlon,Winding Trails Tri Series Double Whammy,"$75, $65 for members, Race day $90, $80 members",2017-08-27T08:00:00Z,8,27,7
H,Wethersfield,"Sun, 08/27 08:30",10K,Old Wethersfield 10K,"$40 through 1/1, $45 through 8/16, $50 afterwards; Ages 10-22 - $5 off",2017-08-27T08:30:00Z,8,27,7
H,Wethersfield,"Sun, 08/27 08:30",5K,Old Wethersfield 5K,"$25 through 1/1, $30 through 8/16, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 8/16, $20 afterwards",2017-08-27T08:30:00Z,8,27,7
T,Ellington,"Sun, 08/27 08:45",5K,Purple Trail Run,$25 [8:45 TIMED RACE ONLY],2017-08-27T08:45:00Z,8,27,7
NH,Milford,"Sun, 08/27 09:00",5K,Homerun for Youth Baseball,"$25, $15 student",2017-08-27T09:00:00Z,8,27,7
NL,Waterford,"Sun, 08/27 09:00",5K,UCP Run to the Beach,TBD[CANCELLED],2017-08-27T09:00:00Z,8,27,7
M,Haddam,"Sun, 08/27 10:00",5K,Butterfly 5K,.$20,2017-08-27T10:00:00Z,8,27,7
H,Burlington,"Wed, 08/30 18:30",5K,Bristol Summer Club - 5K at Sessions Woods,$1; $5 for summer,2017-08-30T18:30:00Z,8,30,3
F,New Canaan,"Wed, 08/30 19:00",5K,Summer Cross Country Series,$3; Students/Kids - $2,2017-08-30T19:00:00Z,8,30,3
L,Litchfield,"Thu, 08/31 18:30","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,2017-08-31T18:30:00Z,8,31,4
F,Shelton,"Thu, 08/31 19:00",5K,F.A.D.E. 5K Run For Overdose Awareness,"$25 (+2.50), $30 raceday; Ages 18 & under - $15, $30 raceday",2017-08-31T19:00:00Z,8,31,4
F,Newtown,"Sat, 09/02 08:00",5K,Newtown Road Race,"$27 [1,000 RUNNER LIMIT]",2017-09-02T08:00:00Z,9,2,6
F,Westport,"Sat, 09/02 08:00",10M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",2017-09-02T08:00:00Z,9,2,6
L,Roxbury,"Sat, 09/02 08:30",1M,Roxbury Road Race Series,.$5,2017-09-02T08:30:00Z,9,2,6
NH,Naugatuck,"Sat, 09/02 09:00",5K,Sao Paio 5K Road Race,"$28.50, $18.20 students",2017-09-02T09:00:00Z,9,2,6
H,Southington,"Sat, 09/02 09:00",5K Obstacle,LifeFitCT Mud Run,$45[7 Waves available at 20 minutes apart] [CANCELLED],2017-09-02T09:00:00Z,9,2,6
W,Ashford,"Sat, 09/02 10:00",5K,Ashford Labor Day 5K,.$20,2017-09-02T10:00:00Z,9,2,6
M,Haddam,"Sun, 09/03 09:30",5K,Haddam Neck Fair 5K,$14 through 8/30,2017-09-03T09:30:00Z,9,3,7
F,Stamford,"Mon, 09/04 08:30",10K,Give a Child a Jumpstart,"$30 through 8/18, $36 afterwards; Ages 6-18 - $15 through 8/18, $18 afterwards; Ages 5 & under - Free",2017-09-04T08:30:00Z,9,4,1
F,Stamford,"Mon, 09/04 08:30",5K,Give a Child a Jumpstart,"$30 through 8/18, $36 afterwards; Ages 6-18 - $15 through 8/18, $18 afterwards; Ages 5 & under - Free",2017-09-04T08:30:00Z,9,4,1
NH,New Haven,"Mon, 09/04 08:40",20K,New Haven Road Race,"$45 through 1/21, $55 through 6/13, $60 through 8/16, $65 afterwards",2017-09-04T08:40:00Z,9,4,1
NH,New Haven,"Mon, 09/04 08:40",13.1M,New Haven Road Race,"$45 through 1/21, $55 through 6/13, $60 through 8/16, $65 afterwards",2017-09-04T08:40:00Z,9,4,1
NH,New Haven,"Mon, 09/04 08:42",5K,New Haven Road Race,"$28 through 1/21, $30 through 6/13, $32 through 8/16, $35 afterwards",2017-09-04T08:42:00Z,9,4,1
NH,Madison,"Sat, 09/09 07:00",Triathlon,Dave Parcells Madison Triathlon,"$80 through 8/9, $100 afterwards",2017-09-09T07:00:00Z,9,9,6
H,Farmington,"Sat, 09/09 07:30",Triathlon,Wearsafe Women's Triathlon,"$75 through 1/1, $90 through 8/29, $100 afterwards; Ages 16-22 - $5 off
 USAT 1-day membership - $15 [WOMEN ONLY]",2017-09-09T07:30:00Z,9,9,6
H,Suffield,"Sat, 09/09 08:00",10K,Suffield Road Race,"$25 through 9/6, $30 raceday",2017-09-09T08:00:00Z,9,9,6
H,Burlington,"Sat, 09/09 08:30",10K,Run for the Woods,.$35,2017-09-09T08:30:00Z,9,9,6
L,Roxbury,"Sat, 09/09 08:30",3.7M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-09-09T08:30:00Z,9,9,6
H,Suffield,"Sat, 09/09 08:30",5K,Suffield Road Race,"$25 through 9/6, $30 raceday",2017-09-09T08:30:00Z,9,9,6
H,Burlington,"Sat, 09/09 09:00",5K,Run for the Woods,.$25,2017-09-09T09:00:00Z,9,9,6
NL,Waterford,"Sat, 09/09 09:00",Youth Triathlon,Proud to Tri,$20 (+2.50); $55 (+3.30) for Triple Crown series [Ages 11-17 only],2017-09-09T09:00:00Z,9,9,6
H,West Hartford,"Sat, 09/09 09:00",5K,Key Human Services Steps For Birth to Three,"$30 through 9/1, $35 afterwards; Teams of 4-7 - $10 off per member",2017-09-09T09:00:00Z,9,9,6
F,Stratford,"Sat, 09/09 09:00",5K,Lordship Runabout,"$20 (+2.50), $23 raceday; Family of 3+ - $15 each",2017-09-09T09:00:00Z,9,9,6
H,Farmington,"Sat, 09/09 09:00",3.2M,South Park Road Race,.$15,2017-09-09T09:00:00Z,9,9,6
F,Monroe,"Sat, 09/09 09:12",12K,Chasing Ciara's Light Races,"$35, $40 raceday",2017-09-09T09:12:00Z,9,9,6
F,Monroe,"Sat, 09/09 09:12",5K,Chasing Ciara's Light Races,"$25, $30 raceday",2017-09-09T09:12:00Z,9,9,6
NH,East Haven,"Sat, 09/09 08:30",5K,East Haven Community Classic 5K Road Race,"$25 through 9/1, $30 afterwards",2017-09-09T08:30:00Z,9,9,6
NH,Southbury,"Sat, 09/09 16:00",5K,Phillips Farm 5K Trail Run,.$35,2017-09-09T16:00:00Z,9,9,6
F,Westport,"Sun, 09/10 07:30",Triathlon,Westport Kiwanis Minuteman Triathlon,"$68, $58 for youth",2017-09-10T07:30:00Z,9,10,7
NL,Montville,"Sun, 09/10 08:45",5K,Montville Masters,.$20 (all ages),2017-09-10T08:45:00Z,9,10,7
F,Fairfield,"Sun, 09/10 09:00",5K,The Autism SpectRun,$30; Ages 6-18 - $15; Ages 5 & under - Free,2017-09-10T09:00:00Z,9,10,7
NH,Milford,"Sun, 09/10 09:00",5K,Superhero 5K,"$20 through 8/28, $10 under 17, $25 after 8/28, $15 under 17",2017-09-10T09:00:00Z,9,10,7
NL,Montville,"Sun, 09/10 09:00",10K,Montville Masters,.$20 (age 40 and above only),2017-09-10T09:00:00Z,9,10,7
L,Thomaston,"Sun, 09/10 09:00",5K,Dental Dash 5K,.$25,2017-09-10T09:00:00Z,9,10,7
H,West Hartford,"Sun, 09/10 09:00",5K,My Sisters' Place,"$30 through 6/1, $35 afterwards",2017-09-10T09:00:00Z,9,10,7
H,Avon,"Sun, 09/10 10:00",5K,Avon Lions Club Scholarship 5K,$25; Ages 18 & under - $15,2017-09-10T10:00:00Z,9,10,7
H,South Windsor,"Sun, 09/10 10:00",5K,Bissell Ferry 5K,.$20,2017-09-10T10:00:00Z,9,10,7
H,East Hartford,"Wed, 09/13 17:00",5K,P & W Take Flight 5K,"$30 through 9/8, $33 through 9/12, $35 raceday",2017-09-13T17:00:00Z,9,13,3
F,Shelton,"Thu, 09/14 18:00",5K,Run 4 Life 5K,"$30 (+2.50), $35 raceday",2017-09-14T18:00:00Z,9,14,4
F,Bethel,"Thu, 09/14 18:30",5K,King of the Hill 5K,"$29, $32 raceday",2017-09-14T18:30:00Z,9,14,4
NL,East Lyme,"Fri, 09/15 18:00",5K,Rainbow Run,"$20,  $15 for 12 and under by 9/13,  $25, $20 12 and under after",2017-09-15T18:00:00Z,9,15,5
H,Hartford,"Fri, 09/15 18:00",5K,Riverfront 5K Run,$35 (+3.00); Age 25 & under - $25 (+2.50),2017-09-15T18:00:00Z,9,15,5
H,East Hartford,"Sat, 09/16 08:00",5K,Run to Break the Silence on Ovarian Cancer,$35; Ages 6-11 - $15,2017-09-16T08:00:00Z,9,16,6
NH,Milford,"Sat, 09/16 08:00",13.1M,Gulf Beach Half Marathon,"$60 through 5/31, $65 through 8/31, $70 after",2017-09-16T08:00:00Z,9,16,6
F,Norwalk,"Sat, 09/16 08:00",13.1M,Norwalk Lightfoot Summer Series,"$22, $25 raceday",2017-09-16T08:00:00Z,9,16,6
T,Somers,"Sat, 09/16 08:00",5K,Somers Great Escape,$20 (+2.50),2017-09-16T08:00:00Z,9,16,6
H,Southington,"Sat, 09/16 08:00",5K,Thalberg 5K,"$25, $10 student",2017-09-16T08:00:00Z,9,16,6
M,Deep River,"Sat, 09/16 08:15",1M,Deep River Road Race,.$5,2017-09-16T08:15:00Z,9,16,6
W,Killingly,"Sat, 09/16 08:30",1.5M-ish,NOW 3.5ish Mile Road Race,$15 (+1.82) (Kids Age 7-14 only),2017-09-16T08:30:00Z,9,16,6
W,Killingly,"Sat, 09/16 08:30",3.5M-ish,NOW 3.5ish Mile Road Race,$30 (+2.64),2017-09-16T08:30:00Z,9,16,6
L,Roxbury,"Sat, 09/16 08:30",3M,Roxbury Road Race Series,$5 contribution per runner,2017-09-16T08:30:00Z,9,16,6
F,Stratford,"Sat, 09/16 08:30",540 minutes,Forgotten Forest Ultra Run,"$75 through 6/30, $95 afterwards [50 RUNNER LIMIT]",2017-09-16T08:30:00Z,9,16,6
NL,Colchester,"Sat, 09/16 09:00",5K,Race to End Hunger,.$20,2017-09-16T09:00:00Z,9,16,6
M,Deep River,"Sat, 09/16 09:00",5K,Deep River Road Race,.$20,2017-09-16T09:00:00Z,9,16,6
H,Newington,"Sat, 09/16 09:00",5K,Run for Dom,.$25,2017-09-16T09:00:00Z,9,16,6
NH,Wallingford,"Sat, 09/16 09:00",5K,Carver Challenge,"$25, $30 raceday",2017-09-16T09:00:00Z,9,16,6
NH,Waterbury,"Sat, 09/16 09:00",5K,Dads Matter Too!,.$20,2017-09-16T09:00:00Z,9,16,6
T,Mansfield,"Sat, 09/16 09:30",10K,CT Women of Hope,$25 through 12/31,2017-09-16T09:30:00Z,9,16,6
T,Mansfield,"Sat, 09/16 09:30",5K,CT Women of Hope,$18 through 12/31,2017-09-16T09:30:00Z,9,16,6
H,Bristol,"Sat, 09/16 10:00",5K,Run For Love,"$25 (+1.49) through 9/8, $30 (+??) afterwards; Families of 4+ - $20 (+1.39) each  Moved to 11/24",2017-09-16T10:00:00Z,9,16,6
W,Eastford,"Sat, 09/16 10:00",5K,Never Stop Fighting 5K,"$22 through 8/14, $25 through 9/15, $30 raceday",2017-09-16T10:00:00Z,9,16,6
T,Mansfield,"Sat, 09/16 13:00",5M,Kyle Milliken Memorial Run,Donations Accepted,2017-09-16T13:00:00Z,9,16,6
NH,Branford,"Sun, 09/17 07:30",Triathlon,Hammerfest Triathlon,"$85 through 8/27, $95 Afterwards",2017-09-17T07:30:00Z,9,17,7
F,Stratford,"Sun, 09/17 07:30",30K,Fall Distance Festival,"$15, $20 raceday [150 RUNNER LIMIT]",2017-09-17T07:30:00Z,9,17,7
F,Stratford,"Sun, 09/17 07:30",20K,Fall Distance Festival,"$18, $23 raceday [150 RUNNER LIMIT]",2017-09-17T07:30:00Z,9,17,7
F,Stratford,"Sun, 09/17 07:30",10K,Fall Distance Festival,"$20, $25 raceday [150 RUNNER LIMIT]",2017-09-17T07:30:00Z,9,17,7
F,Ridgefield,"Sun, 09/17 08:00",4M,Where the Pavement Ends,.$35,2017-09-17T08:00:00Z,9,17,7
H,Southington,"Sun, 09/17 08:30",10K,Layza's Run For Rescue,.$37.89,2017-09-17T08:30:00Z,9,17,7
H,Southington,"Sun, 09/17 08:30",5K,Layza's Run For Rescue,.$32.63,2017-09-17T08:30:00Z,9,17,7
M,Chester,"Sun, 09/17 09:00",8M,Trails to a Cure,"$20 through 9/4, $25 afterwards",2017-09-17T09:00:00Z,9,17,7
NH,Southbury,"Sun, 09/17 09:00",10M,T2T Pomperaug Trail Challenge,.$45,2017-09-17T09:00:00Z,9,17,7
NH,Milford,"Sun, 09/17 09:15",5K,Folks on Foot Run,"$25 through 7/30, $30 through 9/16, $35 raceday; Kids under 12 - $10 (must be w/adult)",2017-09-17T09:15:00Z,9,17,7
NH,Meriden,"Sun, 09/17 09:30",5K,Region 9 Run for Knowledge,.$30,2017-09-17T09:30:00Z,9,17,7
NH,Woodbridge,"Sun, 09/17 09:30",5K,Murray Lender Bagel Run,.$25,2017-09-17T09:30:00Z,9,17,7
NH,New Haven,"Sun, 09/17 10:00",5K,East Rock Sprint Challenge,"$22 by 9/9,  $27 after",2017-09-17T10:00:00Z,9,17,7
L,Torrington,"Sun, 09/17 10:30",5K,Miles 4 Moe,"$30, $20 students under 18",2017-09-17T10:30:00Z,9,17,7
NL,North Stonington,"Sun, 09/17 11:00",5K Obstacle,Vino and the Beasts,"$70 through 5/31, $80 through 6/30, $85 through 9/9",2017-09-17T11:00:00Z,9,17,7
H,Windsor,"Sun, 09/17 12:30",3.5M,Union Street Tavern Trot,"Ages 19 & older - $25, $30 raceday; Ages 10-18 - $15; Ages 9 and under - Free",2017-09-17T12:30:00Z,9,17,7
F,Darien,"Sun, 09/17 16:00",10K,Darien Road Race,"$45, $15 youth",2017-09-17T16:00:00Z,9,17,7
NL,Griswold,"Sun, 09/17 16:30",5K,Griswold 5K [CANCELLED],"$20, $25 raceday [CANCELLED]",2017-09-17T16:30:00Z,9,17,7
W,Killingly,"Sun, 09/17 17:30",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,2017-09-17T17:30:00Z,9,17,7
L,Woodbury,"Sat, 09/23 07:00",5K Obstacle,Catalyst Viking Run,"$89 before 6/15, $99 before 7/17, $109 before 8/15, $120 after 8/20",2017-09-23T07:00:00Z,9,23,6
NL,Old Lyme,"Sat, 09/23 08:30",5K,Bound For the Sound,$30; Region 18 Employees - $20; Region 18 Student - $10,2017-09-23T08:30:00Z,9,23,6
L,Roxbury,"Sat, 09/23 08:30",2.4M,Roxbury Road Race Series,$5 contribution per runner,2017-09-23T08:30:00Z,9,23,6
