County,Town,Date/Time,Distance,Name,Cost,Results,DateTime,Month,Day,Weekday,Year
NL,Colchester,"Mon, 01/01 10:00",5K,Resolution Run,"$20, $15 for students",Results,2018-01-01T10:00:00Z,1,1,1,2018
NH,Orange,"Mon, 01/01 10:30",5K,Chilly Chili Run,"$22 through 12/16, $27 afterwards; Ages 12 & under - $12, $15 raceday",Results,2018-01-01T10:30:00Z,1,1,1,2018
NH,Guilford,"Mon, 01/01 11:00",5K,Frosty 5K,"$25, $30 raceday",Results,2018-01-01T11:00:00Z,1,1,1,2018
F,Brookfield,"Mon, 01/01 11:00",4M,Brookfield Lions Run for Sight,"$20 through 12/15, $25 afterwards",Results,2018-01-01T11:00:00Z,1,1,1,2018
L,Litchfield,"Mon, 01/01 11:00",5M,Milton Resolution Run,"$15, $20 raceday",Results,2018-01-01T11:00:00Z,1,1,1,2018
NL,Stonington,"Sat, 01/13 08:00",5M,Kelley's Pace Frostbite 5M,"$30, $20 students 12-19",Results,2018-01-13T08:00:00Z,1,13,6,2018
NH,Hamden,"Sun, 01/14 09:00",5K,Save the Parade,"$27, $32 race day, $15 police/fire/veterans",Results,2018-01-14T09:00:00Z,1,14,7,2018
F,Norwalk,"Sun, 01/14 10:00",10K,Boston Build-Up Series,"$47 pre, $50 post ($45 online) for the four race Series.  $20 ($18 online) for first individual race (subsequent races $17/$15) - RESCHEDULED from 1/7",Results,2018-01-14T10:00:00Z,1,14,7,2018
L,Barkhamsted,"Sun, 01/14 10:00",17.1M,People's Forest 8.5/17 Miler,.$2,Results,2018-01-14T10:00:00Z,1,14,7,2018
L,Barkhamsted,"Sun, 01/14 10:00",8.55M,People's Forest 8.5/17 Miler,.$2,Results,2018-01-14T10:00:00Z,1,14,7,2018
NH,Meriden,"Sun, 01/14 10:30",5K or 10K,Tradition Run,"Free.  Walkers at 10, runners at 10:30. 5K if you only go up...10K if you also run down!",NA,2018-01-14T10:30:00Z,1,14,7,2018
F,Ridgefield,"Sun, 01/21 09:00",15K,Boston Build-Up Series,"$47 pre, $50 post ($45 online) for the four race Series.  $20 ($18 online) for first individual race (subsequent races $17/$15)",Results,2018-01-21T09:00:00Z,1,21,7,2018
NH,Beacon Falls,"Sat, 01/27 12:00",5K,Shiver & Quiver Run,"$20, $10 students, $5 kids",Results,2018-01-27T12:00:00Z,1,27,6,2018
NH,Beacon Falls,"Sat, 01/27 12:00",1M,Shiver & Quiver Run,"$20, $10 students, $5 kids",Results,2018-01-27T12:00:00Z,1,27,6,2018
NH,Beacon Falls,"Sat, 01/27 12:20",1M,Shiver & Quiver Run,"$20, $10 students, $5 kids",Results,2018-01-27T12:20:00Z,1,27,6,2018
NH,Milford,"Sun, 01/28 09:30",5M,Winter Wonderland,.$20,Results,2018-01-28T09:30:00Z,1,28,7,2018
H,East Hartford,"Sun, 01/28 13:30",5K,Aselton Snow Dash,"$20 thru 12/26, $25 after RESCHEDULED from 1/7",Results,2018-01-28T13:30:00Z,1,28,7,2018
T,Stafford,"Sat, 02/03 11:00",5K,Stafford Springs February Fun Run,$20 SOLD OUT,Results,2018-02-03T11:00:00Z,2,3,6,2018
W,Pomfret,"Sat, 02/03 13:00",5K,February Freeze,"$25, $75 for family (up to 5) SOLD OUT",Results,2018-02-03T13:00:00Z,2,3,6,2018
NH,New Haven,"Sun, 02/04 10:00",5K,IRIS Run for Refugees,"Adult - $25 through 12/1, $30 through 12/31, $32 through 2/3, $35 raceday;
18 and under - $15 through 12/1, $20 through 12/31, $22 through 2/3, $25 raceday",Results,2018-02-04T10:00:00Z,2,4,7,2018
H,Farmington,"Sat, 02/10 08:00",Triathlon,Winding Trails Citizens Winter Tri,"$20,  $30 raceday - plus ski/snowshoe rentals if needed",Results,2018-02-10T08:00:00Z,2,10,6,2018
W,Windham,"Sat, 02/10 10:00",2M,Cupid Made Me Do It,.$25,Results,2018-02-10T10:00:00Z,2,10,6,2018
F,Fairfield,"Sun, 02/11 09:00",20K,Boston Build-Up Series,"$47 pre, $50 post ($45 online) for the four race Series.  $20 ($18 online) for first individual race (subsequent races $17/$15)",Results,2018-02-11T09:00:00Z,2,11,7,2018
H,Glastonbury,"Sun, 02/11 09:00",10M,King of Pain,$40 No Raceday Registration - Registration Closed,Results,2018-02-11T09:00:00Z,2,11,7,2018
L,Litchfield,"Sat, 02/17 11:00",5M,Sweetheart Run & Walk,"$25 thru 2/7, $30 afterwards; $10 under 10. Over 80 free",Results,2018-02-17T11:00:00Z,2,17,6,2018
F,Danbury,"Sun, 02/18 10:00",5K,Big Chili 5K,".$25, $30 race day",Results,2018-02-18T10:00:00Z,2,18,7,2018
NL,Colchester,"Sat, 02/24 10:00",13.1M,Colchester Half Marathon,"$14, $20 raceday",Results,2018-02-24T10:00:00Z,2,24,6,2018
F,Stratford,"Sat, 02/24 10:00",3M,Last Chance for Romance,.$23,Results,2018-02-24T10:00:00Z,2,24,6,2018
H,Bloomfield,"Sun, 02/25 11:00",2M,Winter Warrior Workout,".$25, $30 raceday",Results,2018-02-25T11:00:00Z,2,25,7,2018
NL,Stonington,"Sat, 03/03 08:00",5K,Kelley's Pace Hare Hop 5K,"$25, $15 students 5-19",Results,2018-03-03T08:00:00Z,3,3,6,2018
L,Roxbury,"Sat, 03/03 08:30",2.4M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-03-03T08:30:00Z,3,3,6,2018
H,South Windsor,"Sat, 03/03 09:00",4M,South Windsor Main Street 4 Miler,"$20, $25 raceday",Results,2018-03-03T09:00:00Z,3,3,6,2018
NH,New Haven,"Sun, 03/04 09:00",5K,99.1 PLR Shamrock Run,"$28 through 1/1, $30 through 2/8, $32 through 3/3, $35 day of",Results,2018-03-04T09:00:00Z,3,4,7,2018
F,Norwalk,"Sun, 03/04 09:00",25K,Boston Build-Up Series,"$47 pre, $50 post ($45 online) for the four race Series.  $20 ($18 online) for first individual race (subsequent races $17/$15)",Results,2018-03-04T09:00:00Z,3,4,7,2018
L,Washington,"Sun, 03/04 11:00",7.6M,Lake Waramuag Polar Bear Run,".$26, $30 day of",Results,2018-03-04T11:00:00Z,3,4,7,2018
L,Roxbury,"Sat, 03/10 08:30",3.1M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-03-10T08:30:00Z,3,10,6,2018
H,Southington,"Sat, 03/10 10:00",5K,O'Shenanigans 5K,"$25 through 1/4, $30 through 2/27, $35 afterwards; Ages 18-22 - $5 off; Ages 5 - 17 - $15 through 2/27, $20 afterwards [800 Runner Limit] SOLD OUT",Results,2018-03-10T10:00:00Z,3,10,6,2018
L,Watertown,"Sat, 03/10 10:00",3.5M,Shamrock Shuffle,"$30 (no shirt),  $40 (short sleeve shirt), $45 (long sleeve shirt)",Results,2018-03-10T10:00:00Z,3,10,6,2018
T,Bolton,"Sun, 03/11 13:00",5M,Bolton Road Race,"$20 through 12/31, $25 through 2/15, $30 through 3/10, $35 raceday",Results,2018-03-11T13:00:00Z,3,11,7,2018
W,Putnam,"Sun, 03/11 13:00",5K,Courthouse O'Putnam 5K,"$25 through 1/4, $30 through 2/28, $35 afterwards; Ages 18-22 - $5 off; Ages 5 - 17 - $15 through 2/28, $20 afterwards",Results,2018-03-11T13:00:00Z,3,11,7,2018
L,Roxbury,"Sat, 03/17 08:30",3.52M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-03-17T08:30:00Z,3,17,6,2018
M,Old Saybrook,"Sat, 03/17 09:00",5K,St. Johns School Shamrock Run,"$20, $25 raceday",Results,2018-03-17T09:00:00Z,3,17,6,2018
H,Bristol,"Sat, 03/17 09:30",2M,Shamrock Run,"$22 through 3/10, $25 afterwards",Results,2018-03-17T09:30:00Z,3,17,6,2018
H,Bristol,"Sat, 03/17 10:30",5M,Shamrock Run,"$22 through 3/10, $25 afterwards",Results,2018-03-17T10:30:00Z,3,17,6,2018
NL,East Lyme,"Sat, 03/17 09:45",5K,O'Niantic 5K,"$25, $20 18-22, $15 5-17, prices go up $5 for 18-over 1/2,  prices go up another $5 3/8 SOLD OUT",Results,2018-03-17T09:45:00Z,3,17,6,2018
NL,Groton,"Sat, 03/17 10:00",5K,Mystic Irish 5k Road Race,"$20 by 2/24, $25 by 3/20, $30 raceday",Results,2018-03-17T10:00:00Z,3,17,6,2018
NL,Griswold,"Sat, 03/17 14:00",2M,A Mile Or Two In My Shoes Race,"$20, $25 raceday RESCHEDULED from 2/18",Results,2018-03-17T14:00:00Z,3,17,6,2018
F,Fairfield,"Sun, 03/18 11:00",4M,WSSAC St. Patrick's 4 Miler,"$22 until 3/10, then $27",Results,2018-03-18T11:00:00Z,3,18,7,2018
NH,Madison,"Sun, 03/18 11:00",5M,Leprechaun 5 Mile,"$25, $30 raceday",Results,2018-03-18T11:00:00Z,3,18,7,2018
H,Hartford,"Sun, 03/18 13:00",5K,O'Hartford 5K,"$25, $20 18-22, $15 5-17, prices go up $5 for 18 & over 1/2,  prices go up another $5 3/9",Results,2018-03-18T13:00:00Z,3,18,7,2018
L,Bridgewater,"Sat, 03/24 07:00",50M,NYARA Shepaug Run Raiser,"$100 until March 1, then $110",Results,2018-03-24T07:00:00Z,3,24,6,2018
L,Bridgewater,"Sat, 03/24 07:00",50K,NYARA Shepaug Run Raiser,"$85 until March 1, then $95",Results,2018-03-24T07:00:00Z,3,24,6,2018
L,Bridgewater,"Sat, 03/24 08:00",25K,NYARA Shepaug Run Raiser,"$50 until March 1, then $60",Results,2018-03-24T08:00:00Z,3,24,6,2018
L,Bridgewater,"Sat, 03/24 09:00",10K,NYARA Shepaug Run Raiser,"$35 until March 1, then $45",Results,2018-03-24T09:00:00Z,3,24,6,2018
NH,West Haven,"Sat, 03/24 08:00",13.1M,Savin Rock Marathon,"$60 through 12/31, $65 through 3/21, $70 after",Results,2018-03-24T08:00:00Z,3,24,6,2018
NH,West Haven,"Sat, 03/24 08:00",26.2M,Savin Rock Marathon,"$85 through 12/31, $90 through 3/21, $100 after",Results,2018-03-24T08:00:00Z,3,24,6,2018
L,Roxbury,"Sat, 03/24 08:30",3.7M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-03-24T08:30:00Z,3,24,6,2018
M,East Hampton,"Sat, 03/24 10:00",5K,Running with Scissors,"$25,  $30 raceday",Results,2018-03-24T10:00:00Z,3,24,6,2018
NH,Milford,"Sat, 03/24 10:00",5K,James Mattioli 5K,$26 through 3/21,Results,2018-03-24T10:00:00Z,3,24,6,2018
F,Fairfield,"Sun, 03/25 07:30",10K,Boston Blowout,"$16, $20 day of",Results,2018-03-25T07:30:00Z,3,25,7,2018
F,Fairfield,"Sun, 03/25 07:30",20K,Boston Blowout,"$18, $23 day of",Results,2018-03-25T07:30:00Z,3,25,7,2018
F,Fairfield,"Sun, 03/25 07:30",30K,Boston Blowout,"$20, $25 day of",Results,2018-03-25T07:30:00Z,3,25,7,2018
L,Goshen,"Sun, 03/25 08:15",2.1M,Housatonic Hustle - Goshen,"$18 thru 2/4, then $20  Series price = $45 through 2/4, then $50",Results,2018-03-25T08:15:00Z,3,25,7,2018
M,Middletown,"Sun, 03/25 09:00",5K,GoToFitness St Patrick's Day 5K,.$5,Results,2018-03-25T09:00:00Z,3,25,7,2018
NH,Waterbury,"Sun, 03/25 10:00",5K/1.8M,NVCC Food Pantry Fund Raiser Run,$25 Rescheduled from 12/17/17,Results,2018-03-25T10:00:00Z,3,25,7,2018
L,Warren,"Sun, 03/25 10:30",2.6M,Housatonic Hustle - Warren,"$18 thru 2/4, then $20  Series price = $45 through 2/4, then $50",Results,2018-03-25T10:30:00Z,3,25,7,2018
H,West Hartford,"Sun, 03/25 10:30",5K,Johnny's Jog for Charity,"$35,  free for 13 and under",Results,2018-03-25T10:30:00Z,3,25,7,2018
T,Mansfield,"Sun, 03/25 11:00",5K,Canine 5k,"$10, $15 day of",Results,2018-03-25T11:00:00Z,3,25,7,2018
F,Sherman,"Sun, 03/25 13:00",3K,Housatonic Hustle - Sherman,"$18 thru 2/4, then $20  Series price = $45 through 2/4, then $50",Results,2018-03-25T13:00:00Z,3,25,7,2018
L,Roxbury,"Sat, 03/31 08:30",4.3M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-03-31T08:30:00Z,3,31,6,2018
NL,Sprague,"Sat, 03/31 08:30",1M,Lickety Split Mile,"$25, $30 Race day.  One fee for one or both races",Results,2018-03-31T08:30:00Z,3,31,6,2018
NL,Sprague,"Sat, 03/31 09:30",3M,St. Joseph School 3-Mile Road Race,"$25, $30 Race day.  One fee for one or both races",Results,2018-03-31T09:30:00Z,3,31,6,2018
NH,Waterbury,"Sat, 03/31 08:30",5K,Chris Corbett 5k,.$25,Results,2018-03-31T08:30:00Z,3,31,6,2018
F,Darien,"Sat, 03/31 09:00",5K,The Bunny Boogie,"$20, $12 for 16 and under, $25, $15 youth raceday",Results,2018-03-31T09:00:00Z,3,31,6,2018
H,Windsor Locks,"Sat, 03/31 10:00",10K,Bradley Road Race,"$25, after 3/17 $30",Results,2018-03-31T10:00:00Z,3,31,6,2018
H,Windsor Locks,"Sat, 03/31 10:15",5K,Bradley Road Race,"$25, after 3/17 $30",Results,2018-03-31T10:15:00Z,3,31,6,2018
T,Vernon,"Sun, 04/01 08:00",5K,Hoppin Hodges 5K,Donations Accepted,Results,2018-04-01T08:00:00Z,4,1,7,2018
W,Killingly,"Sun, 04/01 17:30",5K,Killingly River Trail Run Series,$15 for 6 week series [No Raceday registration],Results,2018-04-01T17:30:00Z,4,1,7,2018
F,Bridgeport,"Thu, 04/05 18:30",5K,Sound Tigers 5K,"$30 thru 2/28, $35 thru 4/4, $40 day of",Results,2018-04-05T18:30:00Z,4,5,4,2018
L,Roxbury,"Sat, 04/07 08:30",3.6M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-04-07T08:30:00Z,4,7,6,2018
NH,New Haven,"Sat, 04/07 09:00",5K,William Thompson Memorial Run for Youth,"$20 until 3/22, $30 after and day of, $15 for 18 and under",Results,2018-04-07T09:00:00Z,4,7,6,2018
M,East Haddam,"Sat, 04/07 09:30",13.1M,April Fools Half Marathon & 5K,"$50 online, $55 mail-in",Results,2018-04-07T09:30:00Z,4,7,6,2018
M,East Haddam,"Sat, 04/07 09:30",5K,April Fools Half Marathon & 5K,"$25 online, $30 mail-in",Results,2018-04-07T09:30:00Z,4,7,6,2018
H,Manchester,"Sat, 04/07 10:00",5K,Finally Spring 5K,.$20,Results,2018-04-07T10:00:00Z,4,7,6,2018
T,Mansfield,"Sat, 04/07 10:00",4K,James Malaney Pharmacy Run,"$15, $20 day of",Results,2018-04-07T10:00:00Z,4,7,6,2018
NL,Waterford,"Sat, 04/07 10:00",5K,Run to Recovery,"$25, $10 for college students",Results,2018-04-07T10:00:00Z,4,7,6,2018
H,West Hartford,"Sat, 04/07 10:00",6.55M,Greater Hartford 1/4 Marathon,.$30,Results,2018-04-07T10:00:00Z,4,7,6,2018
T,Tolland,"Sat, 04/07 12:00",5K,Spirit of Spring,"$20 thru 3/15, $25 after, $30 day of.  18 and under, $15 thru 3/15, $20 after.  Family - $40, $50 day of.",Results,2018-04-07T12:00:00Z,4,7,6,2018
NL,Voluntown,"Sat, 04/07 13:30",5K,Grin & Bear It,$20 SOLD OUT,Results,2018-04-07T13:30:00Z,4,7,6,2018
NH,Guilford,"Sun, 04/08 09:00",10K,Bimblers Bash,"$25 thru 4/5, $30 after and day of",Results,2018-04-08T09:00:00Z,4,8,7,2018
NL,Lyme,"Sun, 04/08 09:00",10K,Lyme Road Race,"$30 before 4/1,  $35 after",Results,2018-04-08T09:00:00Z,4,8,7,2018
T,Vernon,"Sun, 04/08 09:00",5K,Strong Family Farm Chicken Run,"$20 through 3/31,  $25 after",Results,2018-04-08T09:00:00Z,4,8,7,2018
F,Danbury,"Sun, 04/08 09:15",13.1M,Faxon Law Greater Danbury Road Races,"$47 through 1/1, $50 through 2/1, $52 through 4/7, $55 raceday",Results,2018-04-08T09:15:00Z,4,8,7,2018
F,Danbury,"Sun, 04/08 09:25",5K,Faxon Law Greater Danbury Road Races,"$26 through 1/1, $27 through 2/1, $28 through 4/7, $30 raceday",Results,2018-04-08T09:25:00Z,4,8,7,2018
NL,Waterford,"Sun, 04/08 10:00",5K,Great Strides,"$20 before 4/5, then $25.  Students $15, then $20",Results,2018-04-08T10:00:00Z,4,8,7,2018
L,Woodbury,"Sun, 04/08 10:00",5K,Woodbury Youth Baseball and Softball 5K,.$20,Results,2018-04-08T10:00:00Z,4,8,7,2018
T,Mansfield,"Sun, 04/08 10:30",5K,Rowe 5K,.$12,Results,2018-04-08T10:30:00Z,4,8,7,2018
M,Middletown,"Sun, 04/08 11:30",10M,Harvard Pilgram Middletown 10M,"$40, $35 for 12 - 22 throug 1/1,  $45, $40 for 12-22 through 3/28,  $55, $50 for 12-22 after",Results,2018-04-08T11:30:00Z,4,8,7,2018
M,Middletown,"Sun, 04/08 11:30",3.5M,Legends Run,"$25, $20 for 18 - 22, $15 for 5-17 throug 1/1,  $30, $25 for 18-22, $15 for 5-17 through 3/28,  $35, $30 for 18-22, $20 for 5-17 after",Results,2018-04-08T11:30:00Z,4,8,7,2018
W,Killingly,"Sun, 04/08 17:30",5K,Killingly River Trail Run Series,$15 for 6 week series [No Raceday registration],Results,2018-04-08T17:30:00Z,4,8,7,2018
H,Bloomfield,"Sat, 04/14 07:30",50K,Traprock 50K,.$35,Results,2018-04-14T07:30:00Z,4,14,6,2018
H,Bloomfield,"Sat, 04/14 08:30",17K,Traprock 50K,.$25,Results,2018-04-14T08:30:00Z,4,14,6,2018
L,Roxbury,"Sat, 04/14 08:30",5.7M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-04-14T08:30:00Z,4,14,6,2018
L,Roxbury,"Sat, 04/14 08:30",3.9M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-04-14T08:30:00Z,4,14,6,2018
F,Westport,"Sat, 04/14 08:30",5K,GFA Dragon Dash,.$27,Results,2018-04-14T08:30:00Z,4,14,6,2018
H,Avon,"Sat, 04/14 09:00",5K,Avon Vol. Fire Dept. 75th Anniversary,".$25, $30 day of",Results,2018-04-14T09:00:00Z,4,14,6,2018
F,Norwalk,"Sat, 04/14 09:00",5K,Bear Breakaway,".$25, $30 day of",Results,2018-04-14T09:00:00Z,4,14,6,2018
H,Rocky Hill,"Sat, 04/14 09:00",5K,Rocky Hill Library 5K,.$25,Results,2018-04-14T09:00:00Z,4,14,6,2018
NL,Salem,"Sat, 04/14 10:00",5K,Salem Road Race,"$25 (with t-shirt) before 3/22, after 3/22 $12 extra for t-shirt",Results,2018-04-14T10:00:00Z,4,14,6,2018
H,Farmington,"Sat, 04/14 14:00",Youth Du,Kids Who Tri Succeed,.$20,Results,2018-04-14T14:00:00Z,4,14,6,2018
F,Danbury,"Sun, 04/15 08:30",5K,Nutcracker 5K,.$25,Results,2018-04-15T08:30:00Z,4,15,7,2018
F,Fairfield,"Sun, 04/15 10:00",3.5M,Donnely Dash,.$27,Results,2018-04-15T10:00:00Z,4,15,7,2018
NH,New Haven,"Sun, 04/15 10:00",4M,Julia's Run,"$20 through 3/1, $22 through 4/14, $25 race day",Results,2018-04-15T10:00:00Z,4,15,7,2018
T,Mansfield,"Thu, 04/19 20:00",5K,Glow up the Night 5K,"$15 until 4/16, then $20",Results,2018-04-19T20:00:00Z,4,19,4,2018
NH,Derby,"Sat, 04/21 08:30",5K,Derby Greenway,"$25,  $30 raceday",Results,2018-04-21T08:30:00Z,4,21,6,2018
L,Roxbury,"Sat, 04/21 08:30",4.2M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-04-21T08:30:00Z,4,21,6,2018
F,Stratford,"Sat, 04/21 08:30",6 hours,Enchanted Forest Ultra,"$79,  $89 after 10/31",Results,2018-04-21T08:30:00Z,4,21,6,2018
F,Monroe,"Sat, 04/21 09:00",5K,Pi Day 5K,"$25, $30 day of Rescheduled from 3/11",Results,2018-04-21T09:00:00Z,4,21,6,2018
H,South Windsor,"Sat, 04/21 09:00",5K,South Windsor Police 5K Road Race,.$20,Results,2018-04-21T09:00:00Z,4,21,6,2018
L,Washington,"Sat, 04/21 09:00",5K,Earth Day 5K,.$25,Results,2018-04-21T09:00:00Z,4,21,6,2018
W,Pomfret,"Sat, 04/21 10:00",5K,Camper Scamper,"$20 thru 3/15, $25 until 4/1, $30 after and day of",Results,2018-04-21T10:00:00Z,4,21,6,2018
H,Windsor,"Sat, 04/21 10:40",5K,1040 EZ Run,"$25,  $35 raceday",Results,2018-04-21T10:40:00Z,4,21,6,2018
NL,North Stonington,"Sat, 04/21 11:00",10K,Chikumbuso 5K/10K Challenge,"$25,  Children under 12 - $10,  after 4/1 - $30",Results,2018-04-21T11:00:00Z,4,21,6,2018
NL,North Stonington,"Sat, 04/21 11:00",5K,Chikumbuso 5K/10K Challenge,"$25,  Children under 12 - $10,  after 4/1 - $30",Results,2018-04-21T11:00:00Z,4,21,6,2018
F,Greenwich,"Sun, 04/22 07:30",13.1M,Greenwich Cup Half Marathon,.$70,Results,2018-04-22T07:30:00Z,4,22,7,2018
M,Middlefield,"Sun, 04/22 08:00",10K,Sprint into Spring,.$30,Results,2018-04-22T08:00:00Z,4,22,7,2018
M,Middlefield,"Sun, 04/22 08:00",5K,Sprint into Spring,.$25,Results,2018-04-22T08:00:00Z,4,22,7,2018
F,Newtown,"Sun, 04/22 08:00",20K,Lake Lillinonah Trail Challange,"$40 through 1/31, $45 after",Results,2018-04-22T08:00:00Z,4,22,7,2018
F,Newtown,"Sun, 04/22 08:00",10K,Lake Lillinonah Trail Challange,"$35 through 1/31, $40 after",Results,2018-04-22T08:00:00Z,4,22,7,2018
F,Westport,"Sun, 04/22 08:30",5K,Minute Man Race,.$30,Results,2018-04-22T08:30:00Z,4,22,7,2018
F,Westport,"Sun, 04/22 08:40",10K,Minute Man Race,.$40,Results,2018-04-22T08:40:00Z,4,22,7,2018
L,Bethlehem,"Sun, 04/22 09:00",5K,Bring on the Heat,"$25,  $30 raceday",Results,2018-04-22T09:00:00Z,4,22,7,2018
F,Bridgeport,"Sun, 04/22 09:00",5K,Healthy Families 5K,.$25,Results,2018-04-22T09:00:00Z,4,22,7,2018
H,New Britain,"Sun, 04/22 09:00",5K,Team Johnson 5K,.$20,Results,2018-04-22T09:00:00Z,4,22,7,2018
NL,East Lyme,"Sun, 04/22 10:00",5K,Niantic Bay Boardwalk 5K,"$25, $20 for 18 and under.  After 4/18, $30 and $25",Results,2018-04-22T10:00:00Z,4,22,7,2018
NH,Guilford,"Sun, 04/22 10:00",10K,Run for Veterans,"$25, $30 day of",Results,2018-04-22T10:00:00Z,4,22,7,2018
NH,Guilford,"Sun, 04/22 10:10",5K,Run for Veterans,"$25, $30 day of",Results,2018-04-22T10:10:00Z,4,22,7,2018
NH,Meriden,"Sun, 04/22 10:00",5K,Rotary Daffodil 5K,.$25,Results,2018-04-22T10:00:00Z,4,22,7,2018
H,Simsbury,"Sun, 04/22 10:00",5K,Northeast Classic - Hope On the Hill,.$25,Results,2018-04-22T10:00:00Z,4,22,7,2018
F,Westport,"Sun, 04/22 10:00",5K,Fairfield County Heart 5K,.$35,Results,2018-04-22T10:00:00Z,4,22,7,2018
F,Danbury,"Sun, 04/22 10:30",5K,DAWS Run Your Tail Off,"$30,  $35 with a dog,  $15 youth 8-17",Results,2018-04-22T10:30:00Z,4,22,7,2018
T,Ellington,"Sun, 04/22 13:00",3M Obs,Farmers Obstacle 3M,"$30 (competitve wave) - Ages 12 and over, 9 min/mile or faster pace",Results,2018-04-22T13:00:00Z,4,22,7,2018
T,Ellington,"Sun, 04/22 14:00",3M Obs,Farmers Obstacle 3M,$30 (intermediate wave) 12 min/mile or faster pace,Results,2018-04-22T14:00:00Z,4,22,7,2018
H,Farmington,"Sun, 04/22 13:00",5K,East Farms Spring Ahead,"$20 through 4/6, $25 after",Results,2018-04-22T13:00:00Z,4,22,7,2018
NL,Stonington,"Sun, 04/22 15:00",5K,Donahue Memorial 5K,"$20, $25 day of",Results,2018-04-22T15:00:00Z,4,22,7,2018
W,Killingly,"Sun, 04/22 17:30",5K,Killingly River Trail Run Series,$15 for 6 week series [No Raceday registration],Results,2018-04-22T17:30:00Z,4,22,7,2018
NH,Bethany,"Fri, 04/27 18:00",5K,Bethany Community School 5K,"$22, $11 for ages 12-17, $5.50 for ages 5-11",Results,2018-04-27T18:00:00Z,4,27,5,2018
L,Roxbury,"Sat, 04/28 08:30",3.7M,Roxbury Race Series,"$2,  $25 for the entire series",Results,2018-04-28T08:30:00Z,4,28,6,2018
NH,Southbury,"Sat, 04/28 08:30",5K,5K Run for Haiti,.$25,Results,2018-04-28T08:30:00Z,4,28,6,2018
W,Windham,"Sat, 04/28 08:30",13.1M,Willimantic Classic Half Marathon,.$45,Results,2018-04-28T08:30:00Z,4,28,6,2018
M,East Hampton,"Sat, 04/28 09:00",5K,Seeds of Hope,"$25,  $30 raceday",Results,2018-04-28T09:00:00Z,4,28,6,2018
M,East Hampton,"Sat, 04/28 09:00",10K,Seeds of Hope,"$25,  $30 raceday",Results,2018-04-28T09:00:00Z,4,28,6,2018
H,Farmington,"Sat, 04/28 09:00",5K,HAE in Motion,.$25,Results,2018-04-28T09:00:00Z,4,28,6,2018
F,Easton,"Sat, 04/28 09:30",5K,Race for Dare,"$25, $20 for 12 and under, $30 raceday",Results,2018-04-28T09:30:00Z,4,28,6,2018
NL,Lisbon,"Sat, 04/28 10:00",5K,Joe Kelly Memorial 5K,.$25,Results,2018-04-28T10:00:00Z,4,28,6,2018
F,Newtown,"Sat, 04/28 10:00",5K,Troop 70 Super Scout 5K Run/Walk Challenge,".$35, $25 for under 18",Results,2018-04-28T10:00:00Z,4,28,6,2018
H,Windsor,"Sat, 04/28 10:00",5K,Blue & Green 5K,"$25, $15 for 17 and under",Results,2018-04-28T10:00:00Z,4,28,6,2018
M,Cromwell,"Sat, 04/28 11:00",5K,MahoneySabol 5K,"$27, $22 18-22, $17 5-17 through 1/1, $32, $27 18-22, $17 5-17 through 4/17, $37, $32 18-22, $22 5-17 raceday",Results,2018-04-28T11:00:00Z,4,28,6,2018
L,Goshen,"Sat, 04/28 11:00",5M,Shane Kinsella Memorial 5M,"$20 before 4/22, $25 after and day of",Results,2018-04-28T11:00:00Z,4,28,6,2018
L,New Milford,"Sat, 04/28 12:00",5K,Dirt Dash,.$20,Results,2018-04-28T12:00:00Z,4,28,6,2018
M,Portland,"Sat, 04/28 16:00",5K,Camp Ingersoll Race the Sun,"$10, $20 or $30 - your decision how much you want to pay",Results,2018-04-28T16:00:00Z,4,28,6,2018
L,Kent,"Sun, 04/29 06:30",100K,Lake Waramaug Ultra Marathon,"$90 by 12/31, $95 after",Results,2018-04-29T06:30:00Z,4,29,7,2018
L,Kent,"Sun, 04/29 06:30",50M,Lake Waramaug Ultra Marathon,"$90 by 12/31, $95 after",Results,2018-04-29T06:30:00Z,4,29,7,2018
L,Kent,"Sun, 04/29 07:30",50K,Lake Waramaug Ultra Marathon,"$85 by 12/31, $90 after",Results,2018-04-29T07:30:00Z,4,29,7,2018
H,East Hartford,"Sun, 04/29 08:00",5K,Run for Babies,"$30 until 4/13, $40 after and race day",Results,2018-04-29T08:00:00Z,4,29,7,2018
NH,Cheshire,"Sun, 04/29 08:30",13.1M,Cheshire Half Marathon,"$55, $65 after 1/1",Results,2018-04-29T08:30:00Z,4,29,7,2018
NH,Cheshire,"Sun, 04/29 08:36",5K,Cheshire Half Marathon,"$28, $30 after 1/1",Results,2018-04-29T08:36:00Z,4,29,7,2018
H,Hartland,"Sun, 04/29 09:00",5M,Water Protectors 5 Mile,.$22,Results,2018-04-29T09:00:00Z,4,29,7,2018
